Suburb,Population density 2015,year,population
WERRIBEE,241.7,2012,31375
WERRIBEE - SOUTH,104.8,2012,11119
WYNDHAM VALE,181.6,2012,19545
CARRUM DOWNS,1034.8,2012,19871
FRANKSTON,1975.1,2012,22377
FRANKSTON NORTH,1477.9,2012,19672
FRANKSTON SOUTH,1275.6,2012,18338
LANGWARRIN,628.3,2012,23209
SEAFORD (VIC.),1367.1,2012,16727
DROMANA,236.3,2012,9551
FLINDERS,18.9,2012,5514
HASTINGS - SOMERS,198.8,2012,21105
MORNINGTON,1155.6,2012,23480
MOUNT ELIZA,788.8,2012,18074
MOUNT MARTHA,633.7,2012,18152
POINT NEPEAN,246.2,2012,16670
ROSEBUD - MCCRAE,886.4,2012,20376
SOMERVILLE,153,2012,17908
ALFREDTON,191.5,2012,8876
BALLARAT,1002.2,2012,12452
BALLARAT - NORTH,257,2012,22734
BALLARAT - SOUTH,757.8,2012,23580
BUNINYONG,139.7,2012,6830
DELACOMBE,194.7,2012,5981
SMYTHES CREEK,38.6,2012,3893
WENDOUREE - MINERS REST,219.7,2012,14741
BACCHUS MARSH REGION,5.7,2012,5797
CRESWICK - CLUNES,8.7,2012,7513
DAYLESFORD,9.6,2012,8664
GORDON (VIC.),6.6,2012,5504
AVOCA,1.9,2012,3327
BEAUFORT,2.2,2012,3901
GOLDEN PLAINS - NORTH,4.5,2012,4136
MARYBOROUGH (VIC.),169.9,2012,7725
MARYBOROUGH REGION,3.1,2012,5062
BENDIGO,929,2012,14836
CALIFORNIA GULLY - EAGLEHAWK,341.7,2012,10453
EAST BENDIGO - KENNINGTON,799.9,2012,13899
FLORA HILL - SPRING GULLY,709.8,2012,9323
KANGAROO FLAT - GOLDEN SQUARE,482.8,2012,19086
MAIDEN GULLY,117.2,2012,4615
STRATHFIELDSAYE,147.2,2012,7389
WHITE HILLS - ASCOT,156.2,2012,9153
BENDIGO REGION - SOUTH,8.7,2012,6391
CASTLEMAINE,120.1,2012,9907
CASTLEMAINE REGION,5.5,2012,8306
HEATHCOTE,5.6,2012,4161
KYNETON,17,2012,9084
WOODEND,32.1,2012,6570
BENDIGO REGION - NORTH,3,2012,4208
LODDON,1.1,2012,7055
BANNOCKBURN,30.4,2012,5035
GOLDEN PLAINS - SOUTH,4.5,2012,6406
WINCHELSEA,6.2,2012,5793
BELMONT,1516.2,2012,13971
CORIO - NORLANE,330.1,2012,26402
GEELONG,1011.2,2012,12506
GEELONG WEST - HAMLYN HEIGHTS,615.7,2012,19350
GROVEDALE,399.4,2012,20377
HIGHTON,542.1,2012,20292
LARA,29.8,2012,16392
LEOPOLD,429.8,2012,10593
NEWCOMB - MOOLAP,344,2012,15020
NEWTOWN (VIC.),1793,2012,10029
NORTH GEELONG - BELL PARK,678.9,2012,14416
CLIFTON SPRINGS,197.7,2012,11927
LORNE - ANGLESEA,10.8,2012,5151
OCEAN GROVE - BARWON HEADS,134.5,2012,19130
PORTARLINGTON,99.5,2012,6850
QUEENSCLIFF,66.7,2012,4171
TORQUAY,144.3,2012,16306
ALEXANDRA,3,2012,6273
EUROA,2.9,2012,6028
KILMORE - BROADFORD,28.6,2012,12365
MANSFIELD (VIC.),2.2,2012,8312
NAGAMBIE,2.9,2012,3657
SEYMOUR,80,2012,6500
SEYMOUR REGION,2.6,2012,4245
UPPER YARRA VALLEY,0.3,2012,221
YEA,2.3,2012,3415
BENALLA,32.4,2012,10407
BENALLA REGION,1.6,2012,3382
RUTHERGLEN,7.8,2012,3740
WANGARATTA,315.3,2012,18044
WANGARATTA REGION,2.5,2012,9177
BEECHWORTH,11.8,2012,4314
BRIGHT - MOUNT BEAUTY,1.8,2012,7911
CHILTERN - INDIGO VALLEY,5.6,2012,2893
MYRTLEFORD,8.2,2012,4562
TOWONG,0.9,2012,5883
WEST WODONGA,98.4,2012,14920
WODONGA,84,2012,21656
YACKANDANDAH,6.3,2012,4481
DROUIN,47.1,2012,13991
MOUNT BAW BAW REGION,2.1,2012,6054
TRAFALGAR (VIC.),15,2012,7206
WARRAGUL,50.9,2012,17191
BAIRNSDALE,92.1,2012,13601
BRUTHEN - OMEO,1,2012,7452
LAKES ENTRANCE,46.6,2012,9776
ORBOST,0.6,2012,6720
PAYNESVILLE,14.6,2012,5735
FOSTER,5.4,2012,8328
FRENCH ISLAND,0.7,2012,113
KORUMBURRA,15,2012,8873
LEONGATHA,13.5,2012,10804
PHILLIP ISLAND,100.7,2012,9751
WILSONS PROMONTORY,0,2012,14
WONTHAGGI - INVERLOCH,29.9,2012,20683
CHURCHILL,14.9,2012,11667
MOE - NEWBOROUGH,154.4,2012,16736
MORWELL,163.5,2012,14334
TRARALGON,179.3,2012,26577
YALLOURN NORTH - GLENGARRY,13,2012,4483
ALPS - WEST,0,2012,29
LONGFORD - LOCH SPORT,2.4,2012,3943
MAFFRA,5.3,2012,13684
ROSEDALE,4.9,2012,4689
SALE,322.5,2012,14557
YARRAM,2.7,2012,5268
ARARAT,49.3,2012,8188
ARARAT REGION,0.7,2012,2948
HORSHAM,198,2012,16209
HORSHAM REGION,0.8,2012,3445
NHILL REGION,0.6,2012,7178
ST ARNAUD,1.1,2012,3653
STAWELL,3,2012,8298
WEST WIMMERA,0.5,2012,2835
YARRIAMBIACK,0.9,2012,7036
IRYMPLE,73.1,2012,6604
MERBEIN,44.5,2012,4576
MILDURA,432.9,2012,31729
MILDURA REGION,0.2,2012,3813
RED CLIFFS,22.2,2012,5475
BULOKE,0.7,2012,6358
GANNAWARRA,1.7,2012,6480
KERANG,25.8,2012,3886
ROBINVALE,18.8,2012,3572
SWAN HILL,85.4,2012,10767
SWAN HILL REGION,1.1,2012,6618
ECHUCA,79.8,2012,14400
KYABRAM,14.6,2012,10886
LOCKINGTON - GUNBOWER,2.2,2012,3802
ROCHESTER,10.9,2012,3930
RUSHWORTH,2.4,2012,4131
COBRAM,47.9,2012,6340
MOIRA,1.7,2012,2534
NUMURKAH,5.3,2012,12460
YARRAWONGA,81.3,2012,7313
MOOROOPNA,193.6,2012,7917
SHEPPARTON - NORTH,281.8,2012,17857
SHEPPARTON - SOUTH,161.5,2012,22417
SHEPPARTON REGION - EAST,3.7,2012,3952
SHEPPARTON REGION - WEST,9.6,2012,10020
GLENELG (VIC.),1.4,2012,8807
HAMILTON (VIC.),49.5,2012,10115
PORTLAND,167.9,2012,10923
SOUTHERN GRAMPIANS,0.9,2012,6345
CAMPERDOWN,34.2,2012,3469
COLAC,215.9,2012,12013
COLAC REGION,2.7,2012,5359
CORANGAMITE - NORTH,2,2012,5388
CORANGAMITE - SOUTH,3.9,2012,7455
MOYNE - EAST,2,2012,6775
MOYNE - WEST,4.6,2012,9138
OTWAY,2.1,2012,3403
WARRNAMBOOL - NORTH,334,2012,20165
WARRNAMBOOL - SOUTH,109.3,2012,13167
BRUNSWICK,5102.6,2013,25092
BRUNSWICK EAST,4981.9,2013,9916
BRUNSWICK WEST,4589.1,2013,14141
COBURG,3990.4,2013,26966
PASCOE VALE SOUTH,3419.6,2013,10046
ALPHINGTON - FAIRFIELD,3108.7,2013,8706
NORTHCOTE,4219.6,2013,24951
THORNBURY,3863.4,2013,18834
ASCOT VALE,3995.1,2013,14528
ESSENDON - ABERFELDIE,3275.2,2013,26323
FLEMINGTON,6322.1,2013,9791
MOONEE PONDS,3394.4,2013,14582
CARLTON,9783.1,2013,16299
DOCKLANDS,2955.1,2013,7425
EAST MELBOURNE,1865.7,2013,5348
FLEMINGTON RACECOURSE,50.3,2013,86
KENSINGTON,5124.4,2013,10592
MELBOURNE,14114.8,2013,29293
NORTH MELBOURNE,6121.2,2013,18092
PARKVILLE,1820.8,2013,7018
SOUTH YARRA - WEST,4603.7,2013,6539
SOUTHBANK,5923.7,2013,15621
ALBERT PARK,3516.6,2013,15327
ELWOOD,6456.4,2013,16079
PORT MELBOURNE,6098.6,2013,16554
PORT MELBOURNE INDUSTRIAL,2.2,2013,15
SOUTH MELBOURNE,5072.1,2013,11688
ST KILDA,6965.1,2013,25814
ST KILDA EAST,7209,2013,16934
ARMADALE,4475.2,2013,9446
PRAHRAN - WINDSOR,7210.3,2013,20031
SOUTH YARRA - EAST,7936.9,2013,17527
TOORAK,3261.3,2013,13879
ABBOTSFORD,4339.1,2013,6475
CARLTON NORTH - PRINCES HILL,3945.1,2013,8882
COLLINGWOOD,6657.3,2013,7253
FITZROY,8265.8,2013,10815
FITZROY NORTH,5189.9,2013,12445
RICHMOND (VIC.),5030.8,2013,29532
YARRA - NORTH,1771.6,2013,8892
ASHBURTON (VIC.),2925.9,2013,8154
BALWYN,3016.4,2013,16506
BALWYN NORTH,2408.6,2013,21182
CAMBERWELL,3020.5,2013,21259
GLEN IRIS - EAST,3007.1,2013,16996
HAWTHORN,4232.6,2013,23157
HAWTHORN EAST,4129.4,2013,14604
KEW,2468.1,2013,25234
KEW EAST,1642.3,2013,6553
SURREY HILLS (WEST) - CANTERBURY,2935.7,2013,16737
BULLEEN,1754,2013,11423
DONCASTER,2312.1,2013,19727
DONCASTER EAST,2632.9,2013,28609
TEMPLESTOWE,1071,2013,17278
TEMPLESTOWE LOWER,2402.4,2013,13895
BLACKBURN,2518.5,2013,21137
BLACKBURN SOUTH,3115,2013,11071
BOX HILL,2832,2013,19088
BOX HILL NORTH,2914.1,2013,17488
BURWOOD,2407.3,2013,11690
BURWOOD EAST,2515.7,2013,10682
SURREY HILLS (EAST) - MONT ALBERT,3122.3,2013,10231
BEAUMARIS,2322.9,2013,13539
BRIGHTON (VIC.),2901.5,2013,22895
BRIGHTON EAST,3008.5,2013,16532
CHELTENHAM - HIGHETT (WEST),2136.8,2013,10887
HAMPTON,3245.3,2013,18076
SANDRINGHAM - BLACK ROCK,2640.2,2013,16341
BENTLEIGH - MCKINNON,3735.9,2013,22739
BENTLEIGH EAST,3173.9,2013,27872
CARNEGIE,4856.7,2013,17679
CAULFIELD - NORTH,3445.4,2013,21359
CAULFIELD - SOUTH,3850.3,2013,17688
ELSTERNWICK,4127.9,2013,11445
HUGHESDALE,3908.6,2013,7634
MURRUMBEENA,3809.9,2013,9244
ORMOND - GLEN HUNTLY,4644.7,2013,13353
ASPENDALE GARDENS - WATERWAYS,1776.5,2013,9318
BRAESIDE,2.2,2013,20
CARRUM - PATTERSON LAKES,2007.7,2013,11634
CHELSEA - BONBEACH,2621,2013,13823
CHELSEA HEIGHTS,1703,2013,5378
CHELTENHAM - HIGHETT (EAST),2594.2,2013,21950
EDITHVALE - ASPENDALE,2567.6,2013,12755
MENTONE,2971.5,2013,12713
MOORABBIN - HEATHERTON,764,2013,8550
MORDIALLOC - PARKDALE,2532.4,2013,19901
MALVERN - GLEN IRIS,3458.1,2013,20846
MALVERN EAST,2890,2013,21356
BUNDOORA - EAST,2423.5,2013,9908
GREENSBOROUGH,2094.9,2013,21002
HEIDELBERG - ROSANNA,2371.3,2013,14731
HEIDELBERG WEST,2256.4,2013,14474
IVANHOE,2388.8,2013,11800
IVANHOE EAST - EAGLEMONT,1925.3,2013,8177
MONTMORENCY - BRIAR HILL,1365.3,2013,16106
VIEWBANK - YALLAMBIE,1844.3,2013,18814
WATSONIA,2480.7,2013,9338
KINGSBURY,1271.6,2013,11187
PRESTON,2946.1,2013,32053
RESERVOIR - EAST,3034.9,2013,26580
RESERVOIR - WEST,2430.2,2013,24339
ELTHAM,1201.3,2013,23574
HURSTBRIDGE,239.5,2013,3600
KINGLAKE,12.3,2013,3796
PANTON HILL - ST ANDREWS,17.9,2013,5216
PLENTY - YARRAMBAT,329.4,2013,9492
RESEARCH - NORTH WARRANDYTE,137,2013,6833
WATTLE GLEN - DIAMOND CREEK,521.7,2013,13945
BUNDOORA - NORTH,1454.9,2013,6156
BUNDOORA - WEST,2534.8,2013,6541
EPPING,459,2013,33146
LALOR,1921.7,2013,21959
MILL PARK - NORTH,2282.9,2013,18565
MILL PARK - SOUTH,2468,2013,12431
SOUTH MORANG,992.9,2013,50921
THOMASTOWN,1460.1,2013,21360
WALLAN,29.9,2013,13803
WHITTLESEA,28.2,2013,8001
AIRPORT WEST,2115.4,2013,7467
KEILOR,495.3,2013,8602
KEILOR EAST,2485.6,2013,26021
NIDDRIE - ESSENDON WEST,2518.7,2013,6737
STRATHMORE,2371,2013,9528
GISBORNE,59.6,2013,11950
MACEDON,45.4,2013,3313
RIDDELLS CREEK,48,2013,3950
ROMSEY,14.7,2013,8983
COBURG NORTH,1542.6,2013,7038
FAWKNER,2807.3,2013,13572
GLENROY - HADFIELD,2326.4,2013,29957
PASCOE VALE,3352.1,2013,22357
SUNBURY,102,2013,13089
SUNBURY - SOUTH,197.5,2013,25245
BROADMEADOWS,1505.7,2013,12614
CAMPBELLFIELD - COOLAROO,937.7,2013,16807
CRAIGIEBURN - MICKLEHAM,455.4,2013,42133
GLADSTONE PARK - WESTMEADOWS,1278.3,2013,17744
GREENVALE - BULLA,148.7,2013,12973
MEADOW HEIGHTS,3403.2,2013,15816
MELBOURNE AIRPORT,5.2,2013,158
ROXBURGH PARK - SOMERTON,1895.4,2013,21798
TULLAMARINE,1752.3,2013,6595
BAYSWATER,1517.1,2013,11889
BORONIA - THE BASIN,1562.1,2013,25934
FERNTREE GULLY,1784.9,2013,28971
KNOXFIELD - SCORESBY,924.4,2013,13708
LYSTERFIELD,372.6,2013,6868
ROWVILLE - CENTRAL,1862.4,2013,15610
ROWVILLE - NORTH,1943.9,2013,8276
ROWVILLE - SOUTH,1194.4,2013,11238
WANTIRNA,1696.9,2013,14118
WANTIRNA SOUTH,1392,2013,18188
DONVALE - PARK ORCHARDS,781.4,2013,16141
WARRANDYTE - WONGA PARK,226.6,2013,10435
BAYSWATER NORTH,1212.9,2013,11924
CROYDON,1851.7,2013,31500
CROYDON HILLS - WARRANWOOD,2011.7,2013,18864
RINGWOOD,1744.4,2013,17025
RINGWOOD EAST,2212.4,2013,19998
RINGWOOD NORTH,2071.7,2013,9726
FOREST HILL,2666,2013,10626
MITCHAM (VIC.),2505.8,2013,16146
NUNAWADING,2348.3,2013,11649
VERMONT,2313.3,2013,10483
VERMONT SOUTH,1970.6,2013,12003
BELGRAVE - SELBY,183,2013,10264
CHIRNSIDE PARK,440.2,2013,9496
HEALESVILLE - YARRA GLEN,36.4,2013,13341
KILSYTH,1093.6,2013,8944
LILYDALE - COLDSTREAM,174.8,2013,18607
MONBULK - SILVAN,83.8,2013,5765
MONTROSE,667.7,2013,7048
MOOROOLBARK,1774.2,2013,21600
MOUNT DANDENONG - OLINDA,120.7,2013,9940
MOUNT EVELYN,567.9,2013,9607
UPWEY - TECOMA,1108.5,2013,9930
WANDIN - SEVILLE,69.5,2013,7684
YARRA VALLEY,22.1,2013,16329
BEACONSFIELD - OFFICER,282.2,2013,9631
BUNYIP - GARFIELD,22.7,2013,8491
EMERALD - COCKATOO,49.1,2013,17997
KOO WEE RUP,18.1,2013,7146
PAKENHAM - NORTH,477.8,2013,15492
PAKENHAM - SOUTH,556.6,2013,25393
BERWICK - NORTH,1196.7,2013,23336
BERWICK - SOUTH,1673.7,2013,24216
DOVETON,2185.8,2013,11116
ENDEAVOUR HILLS,1307.4,2013,26392
HALLAM,1366.5,2013,10827
NARRE WARREN,1920,2013,27144
NARRE WARREN NORTH,223.7,2013,7415
CRANBOURNE,1664.9,2013,20501
CRANBOURNE EAST,441.2,2013,11392
CRANBOURNE NORTH,1862.4,2013,16652
CRANBOURNE SOUTH,109.5,2013,8270
CRANBOURNE WEST,967.1,2013,10598
HAMPTON PARK - LYNBROOK,1923.3,2013,25079
LYNBROOK - LYNDHURST,2113,2013,14209
NARRE WARREN SOUTH,2317.4,2013,30019
PEARCEDALE - TOORADIN,78.5,2013,7670
CLARINDA - OAKLEIGH SOUTH,1943.1,2013,12234
CLAYTON SOUTH,1622,2013,12690
DANDENONG,494.8,2013,29108
DANDENONG NORTH,2470.9,2013,23204
DINGLEY VILLAGE,1438,2013,10567
KEYSBOROUGH,810,2013,22507
NOBLE PARK,3678,2013,30408
NOBLE PARK NORTH,2091.4,2013,7733
SPRINGVALE,1973.6,2013,20922
SPRINGVALE SOUTH,2809.5,2013,12696
ASHWOOD - CHADSTONE,2747.7,2013,17803
CLAYTON,2223.1,2013,19814
GLEN WAVERLEY - EAST,2383.5,2013,21717
GLEN WAVERLEY - WEST,2644.6,2013,19877
MOUNT WAVERLEY - NORTH,2516.5,2013,15947
MOUNT WAVERLEY - SOUTH,2165.1,2013,18365
MULGRAVE,1837.1,2013,19303
OAKLEIGH - HUNTINGDALE,2203.7,2013,21750
WHEELERS HILL,1977.7,2013,20090
ARDEER - ALBION,1695,2013,7588
CAIRNLEA,2330.1,2013,9811
DEER PARK - DERRIMUT,1253.4,2013,25341
DELAHEY,2508.1,2013,8730
KEILOR DOWNS,1805.4,2013,13892
KINGS PARK (VIC.),3235.1,2013,14193
ST ALBANS - NORTH,3099.4,2013,19938
ST ALBANS - SOUTH,2757.3,2013,17079
SUNSHINE,2103,2013,9592
SUNSHINE NORTH,1464.4,2013,11429
SUNSHINE WEST,1452.4,2013,18117
SYDENHAM,3145.9,2013,12259
TAYLORS LAKES,1006,2013,18706
ALTONA,749,2013,12677
ALTONA MEADOWS,1847,2013,19371
ALTONA NORTH,898.4,2013,14013
NEWPORT,2062.8,2013,17435
SEABROOK,3236.6,2013,5171
WILLIAMSTOWN,2127.1,2013,15389
BRAYBROOK,2456.2,2013,17456
FOOTSCRAY,3299.1,2013,15243
MARIBYRNONG,2283.9,2013,11651
SEDDON - KINGSVILLE,5487.9,2013,8941
WEST FOOTSCRAY - TOTTENHAM,1948.5,2013,11133
YARRAVILLE,2726.5,2013,14798
BACCHUS MARSH,101.5,2013,18910
CAROLINE SPRINGS,2704.5,2013,29536
HILLSIDE,283.8,2013,16788
MELTON,152.8,2013,19142
MELTON SOUTH,202.6,2013,19409
MELTON WEST,704,2013,15877
ROCKBANK - MOUNT COTTRELL,24.4,2013,2810
TAYLORS HILL,3057.9,2013,17325
HOPPERS CROSSING - NORTH,1800.9,2013,20021
HOPPERS CROSSING - SOUTH,2757,2013,19620
LAVERTON,350,2013,6469
POINT COOK,1277.6,2013,40443
TARNEIT,546.5,2013,28139
TRUGANINA,741.8,2013,14954
WERRIBEE,241.7,2013,31984
WERRIBEE - SOUTH,104.8,2013,11425
WYNDHAM VALE,181.6,2013,21336
CARRUM DOWNS,1034.8,2013,20446
FRANKSTON,1975.1,2013,22532
FRANKSTON NORTH,1477.9,2013,19488
FRANKSTON SOUTH,1275.6,2013,18472
LANGWARRIN,628.3,2013,23288
SEAFORD (VIC.),1367.1,2013,16867
DROMANA,236.3,2013,9889
FLINDERS,18.9,2013,5439
HASTINGS - SOMERS,198.8,2013,21244
MORNINGTON,1155.6,2013,23812
MOUNT ELIZA,788.8,2013,18177
MOUNT MARTHA,633.7,2013,18495
POINT NEPEAN,246.2,2013,16638
ROSEBUD - MCCRAE,886.4,2013,20571
SOMERVILLE,153,2013,17841
ALFREDTON,191.5,2013,9342
BALLARAT,1002.2,2013,12469
BALLARAT - NORTH,257,2013,23129
BALLARAT - SOUTH,757.8,2013,23962
BUNINYONG,139.7,2013,6992
DELACOMBE,194.7,2013,6184
SMYTHES CREEK,38.6,2013,3955
WENDOUREE - MINERS REST,219.7,2013,14765
BACCHUS MARSH REGION,5.7,2013,5863
CRESWICK - CLUNES,8.7,2013,7515
DAYLESFORD,9.6,2013,8752
GORDON (VIC.),6.6,2013,5520
AVOCA,1.9,2013,3295
BEAUFORT,2.2,2013,3938
GOLDEN PLAINS - NORTH,4.5,2013,4165
MARYBOROUGH (VIC.),169.9,2013,7725
MARYBOROUGH REGION,3.1,2013,5082
BENDIGO,929,2013,14779
CALIFORNIA GULLY - EAGLEHAWK,341.7,2013,10799
EAST BENDIGO - KENNINGTON,799.9,2013,13873
FLORA HILL - SPRING GULLY,709.8,2013,9359
KANGAROO FLAT - GOLDEN SQUARE,482.8,2013,19340
MAIDEN GULLY,117.2,2013,4796
STRATHFIELDSAYE,147.2,2013,7652
WHITE HILLS - ASCOT,156.2,2013,9591
BENDIGO REGION - SOUTH,8.7,2013,6510
CASTLEMAINE,120.1,2013,9973
CASTLEMAINE REGION,5.5,2013,8327
HEATHCOTE,5.6,2013,4196
KYNETON,17,2013,9220
WOODEND,32.1,2013,6656
BENDIGO REGION - NORTH,3,2013,4212
LODDON,1.1,2013,6993
BANNOCKBURN,30.4,2013,5412
GOLDEN PLAINS - SOUTH,4.5,2013,6599
WINCHELSEA,6.2,2013,5791
BELMONT,1516.2,2013,13962
CORIO - NORLANE,330.1,2013,26335
GEELONG,1011.2,2013,12599
GEELONG WEST - HAMLYN HEIGHTS,615.7,2013,19438
GROVEDALE,399.4,2013,20874
HIGHTON,542.1,2013,20929
LARA,29.8,2013,16841
LEOPOLD,429.8,2013,11100
NEWCOMB - MOOLAP,344,2013,15010
NEWTOWN (VIC.),1793,2013,10213
NORTH GEELONG - BELL PARK,678.9,2013,14366
CLIFTON SPRINGS,197.7,2013,12113
LORNE - ANGLESEA,10.8,2013,5146
OCEAN GROVE - BARWON HEADS,134.5,2013,19600
PORTARLINGTON,99.5,2013,7038
QUEENSCLIFF,66.7,2013,4151
TORQUAY,144.3,2013,17088
ALEXANDRA,3,2013,6275
EUROA,2.9,2013,6023
KILMORE - BROADFORD,28.6,2013,12672
MANSFIELD (VIC.),2.2,2013,8434
NAGAMBIE,2.9,2013,3695
SEYMOUR,80,2013,6457
SEYMOUR REGION,2.6,2013,4335
UPPER YARRA VALLEY,0.3,2013,221
YEA,2.3,2013,3413
BENALLA,32.4,2013,10391
BENALLA REGION,1.6,2013,3357
RUTHERGLEN,7.8,2013,3718
WANGARATTA,315.3,2013,18110
WANGARATTA REGION,2.5,2013,9059
BEECHWORTH,11.8,2013,4341
BRIGHT - MOUNT BEAUTY,1.8,2013,7872
CHILTERN - INDIGO VALLEY,5.6,2013,2891
MYRTLEFORD,8.2,2013,4517
TOWONG,0.9,2013,5856
WEST WODONGA,98.4,2013,15042
WODONGA,84,2013,22265
YACKANDANDAH,6.3,2013,4458
DROUIN,47.1,2013,14561
MOUNT BAW BAW REGION,2.1,2013,6052
TRAFALGAR (VIC.),15,2013,7321
WARRAGUL,50.9,2013,17342
BAIRNSDALE,92.1,2013,13655
BRUTHEN - OMEO,1,2013,7442
LAKES ENTRANCE,46.6,2013,9879
ORBOST,0.6,2013,6674
PAYNESVILLE,14.6,2013,5833
FOSTER,5.4,2013,8348
FRENCH ISLAND,0.7,2013,113
KORUMBURRA,15,2013,8948
LEONGATHA,13.5,2013,10874
PHILLIP ISLAND,100.7,2013,9813
WILSONS PROMONTORY,0,2013,14
WONTHAGGI - INVERLOCH,29.9,2013,20981
CHURCHILL,14.9,2013,11696
MOE - NEWBOROUGH,154.4,2013,16561
MORWELL,163.5,2013,14186
TRARALGON,179.3,2013,26682
YALLOURN NORTH - GLENGARRY,13,2013,4454
ALPS - WEST,0,2013,29
LONGFORD - LOCH SPORT,2.4,2013,3932
MAFFRA,5.3,2013,13563
ROSEDALE,4.9,2013,4726
SALE,322.5,2013,14665
YARRAM,2.7,2013,5250
ARARAT,49.3,2013,8085
ARARAT REGION,0.7,2013,2942
HORSHAM,198,2013,16266
HORSHAM REGION,0.8,2013,3420
NHILL REGION,0.6,2013,7038
ST ARNAUD,1.1,2013,3596
STAWELL,3,2013,8190
WEST WIMMERA,0.5,2013,2766
YARRIAMBIACK,0.9,2013,6963
IRYMPLE,73.1,2013,6611
MERBEIN,44.5,2013,4575
MILDURA,432.9,2013,32206
MILDURA REGION,0.2,2013,3760
RED CLIFFS,22.2,2013,5481
BULOKE,0.7,2013,6217
GANNAWARRA,1.7,2013,6443
KERANG,25.8,2013,3862
ROBINVALE,18.8,2013,3553
SWAN HILL,85.4,2013,10782
SWAN HILL REGION,1.1,2013,6517
ECHUCA,79.8,2013,14507
KYABRAM,14.6,2013,10925
LOCKINGTON - GUNBOWER,2.2,2013,3776
ROCHESTER,10.9,2013,3868
RUSHWORTH,2.4,2013,3994
COBRAM,47.9,2013,6332
MOIRA,1.7,2013,2525
NUMURKAH,5.3,2013,12339
YARRAWONGA,81.3,2013,7449
MOOROOPNA,193.6,2013,7833
SHEPPARTON - NORTH,281.8,2013,18050
SHEPPARTON - SOUTH,161.5,2013,22704
SHEPPARTON REGION - EAST,3.7,2013,3925
SHEPPARTON REGION - WEST,9.6,2013,9993
GLENELG (VIC.),1.4,2013,8624
HAMILTON (VIC.),49.5,2013,9989
PORTLAND,167.9,2013,10839
SOUTHERN GRAMPIANS,0.9,2013,6235
CAMPERDOWN,34.2,2013,3446
COLAC,215.9,2013,12015
COLAC REGION,2.7,2013,5314
CORANGAMITE - NORTH,2,2013,5287
CORANGAMITE - SOUTH,3.9,2013,7329
MOYNE - EAST,2,2013,6697
MOYNE - WEST,4.6,2013,9238
OTWAY,2.1,2013,3349
WARRNAMBOOL - NORTH,334,2013,20477
WARRNAMBOOL - SOUTH,109.3,2013,13115
BRUNSWICK,5102.6,2014,25733
BRUNSWICK EAST,4981.9,2014,10212
BRUNSWICK WEST,4589.1,2014,14391
COBURG,3990.4,2014,27328
PASCOE VALE SOUTH,3419.6,2014,10107
ALPHINGTON - FAIRFIELD,3108.7,2014,8769
NORTHCOTE,4219.6,2014,25520
THORNBURY,3863.4,2014,18997
ASCOT VALE,3995.1,2014,14936
ESSENDON - ABERFELDIE,3275.2,2014,27010
FLEMINGTON,6322.1,2014,9900
MOONEE PONDS,3394.4,2014,14705
CARLTON,9783.1,2014,17243
DOCKLANDS,2955.1,2014,8157
EAST MELBOURNE,1865.7,2014,5379
FLEMINGTON RACECOURSE,50.3,2014,86
KENSINGTON,5124.4,2014,10821
MELBOURNE,14114.8,2014,30868
NORTH MELBOURNE,6121.2,2014,18842
PARKVILLE,1820.8,2014,7219
SOUTH YARRA - WEST,4603.7,2014,6685
SOUTHBANK,5923.7,2014,16850
ALBERT PARK,3516.6,2014,15869
ELWOOD,6456.4,2014,16344
PORT MELBOURNE,6098.6,2014,16760
PORT MELBOURNE INDUSTRIAL,2.2,2014,15
SOUTH MELBOURNE,5072.1,2014,12227
ST KILDA,6965.1,2014,26383
ST KILDA EAST,7209,2014,17230
ARMADALE,4475.2,2014,9583
PRAHRAN - WINDSOR,7210.3,2014,20726
SOUTH YARRA - EAST,7936.9,2014,18927
TOORAK,3261.3,2014,13944
ABBOTSFORD,4339.1,2014,7020
CARLTON NORTH - PRINCES HILL,3945.1,2014,8969
COLLINGWOOD,6657.3,2014,7767
FITZROY,8265.8,2014,11052
FITZROY NORTH,5189.9,2014,12703
RICHMOND (VIC.),5030.8,2014,30530
YARRA - NORTH,1771.6,2014,9117
ASHBURTON (VIC.),2925.9,2014,8255
BALWYN,3016.4,2014,16687
BALWYN NORTH,2408.6,2014,21328
CAMBERWELL,3020.5,2014,21569
GLEN IRIS - EAST,3007.1,2014,17049
HAWTHORN,4232.6,2014,23510
HAWTHORN EAST,4129.4,2014,15034
KEW,2468.1,2014,25785
KEW EAST,1642.3,2014,6588
SURREY HILLS (WEST) - CANTERBURY,2935.7,2014,16746
BULLEEN,1754,2014,11550
DONCASTER,2312.1,2014,20013
DONCASTER EAST,2632.9,2014,29136
TEMPLESTOWE,1071,2014,17257
TEMPLESTOWE LOWER,2402.4,2014,13955
BLACKBURN,2518.5,2014,21290
BLACKBURN SOUTH,3115,2014,11166
BOX HILL,2832,2014,19484
BOX HILL NORTH,2914.1,2014,17942
BURWOOD,2407.3,2014,11947
BURWOOD EAST,2515.7,2014,10700
SURREY HILLS (EAST) - MONT ALBERT,3122.3,2014,10299
BEAUMARIS,2322.9,2014,13702
BRIGHTON (VIC.),2901.5,2014,23341
BRIGHTON EAST,3008.5,2014,16751
CHELTENHAM - HIGHETT (WEST),2136.8,2014,11163
