Suburb,year,price
COBDEN,2006,181000
COBRAM,2006,207000
COBURG,2006,379500
COBURG EAST,2006,331000
COBURG NORTH,2006,312000
COCKATOO,2006,250000
COHUNA,2006,144000
COLAC,2006,190000
COLDSTREAM,2006,265000
COLERAINE,2006,93500
COLLINGWOOD,2006,435000
CONNEWARRE,2006,250000
COOLAROO,2006,200000
COONANS HILL,2006,370000
CORINELLA,2006,250000
CORIO,2006,170000
CORONET BAY,2006,179000
CORRYONG,2006,148000
COWES,2006,320000
COWES WEST,2006,257000
CRAIGIEBURN,2006,249000
CRANBOURNE,2006,218000
CRANBOURNE EAST,2006,265000
CRANBOURNE NORTH,2006,230000
CRANBOURNE WEST,2006,225000
CREMORNE,2006,440000
CRESWICK,2006,182000
CRIB POINT,2006,225000
CROYDON,2006,294000
CROYDON HILLS,2006,365000
CROYDON NORTH,2006,347000
CROYDON SOUTH,2006,280000
CURLEWIS,2006,-
DALLAS,2006,191500
DANDENONG,2006,255000
DANDENONG NORTH,2006,250000
DARLEY,2006,230000
DAYLESFORD,2006,277000
DEEPDENE,2006,1060000
DEER PARK,2006,215000
DELACOMBE,2006,227000
DELAHEY,2006,240000
DENNINGTON,2006,249500
DERRIMUT,2006,355000
DIAMOND CREEK,2006,345000
DIGGERS REST,2006,208000
DIMBOOLA,2006,83500
DINGLEY VILLAGE,2006,365000
DINNER PLAIN,2006,290000
DON VALLEY,2006,197500
DONALD,2006,117500
DONCASTER,2006,475000
DONCASTER EAST,2006,453000
DONVALE,2006,434000
DOREEN,2006,352000
DOVETON,2006,175500
DROMANA,2006,310000
DROUIN,2006,212500
DRUMCONDRA,2006,420000
DRYSDALE,2006,257500
DUNKELD,2006,200000
DUNOLLY,2006,129500
EAGLE POINT,2006,205500
EAGLEHAWK,2006,195000
EAGLEMONT,2006,850000
EAST BAIRNSDALE,2006,185000
EAST BENDIGO,2006,217500
EAST GEELONG,2006,261000
EAST MELBOURNE,2006,1145000
EAST WARBURTON,2006,196500
EASTWOOD,2006,295000
ECHUCA,2006,244000
EDENHOPE,2006,120000
EDITHVALE,2006,390000
EILDON,2006,150000
ELLIMINYT,2006,220000
ELMORE,2006,112500
ELSTERNWICK,2006,758500
ELTHAM,2006,425500
ELTHAM NORTH,2006,400000
ELWOOD,2006,795000
EMERALD,2006,306500
ENDEAVOUR HILLS,2006,267500
EPPING,2006,260000
EPSOM,2006,256000
ESSENDON,2006,540000
ESSENDON NORTH,2006,410000
ESSENDON WEST,2006,409000
EUMEMMERRING,2006,238500
EUREKA,2006,195500
EUROA,2006,158000
EYNESBURY,2006,-
FAIRFIELD,2006,518500
FAIRHAVEN,2006,635000
FAWKNER,2006,258000
FERNTREE GULLY,2006,290000
FERNY CREEK,2006,310000
FINGAL,2006,246000
FITZROY,2006,600000
FITZROY NORTH,2006,555500
FIVEWAYS,2006,290000
FLEMINGTON,2006,400000
FLINDERS,2006,705000
FLORA HILL,2006,225500
FOOTSCRAY,2006,340000
FOREST HILL,2006,360000
FORREST,2006,200000
FOSTER,2006,233000
FRANKSTON,2006,245500
FRANKSTON NORTH,2006,175500
FRANKSTON SOUTH,2006,353000
GARDEN CITY,2006,622500
GARFIELD,2006,238000
GEELONG,2006,319000
GEELONG WEST,2006,264000
GEMBROOK,2006,255000
GISBORNE,2006,280000
GLADSTONE PARK,2006,270500
GLEN HUNTLY,2006,490000
GLEN IRIS,2006,790000
GLEN WAVERLEY,2006,450000
GLENGARRY,2006,204000
GLENROY,2006,280000
GOLDEN BEACH,2006,158500
GOLDEN POINT (BALLARAT),2006,187500
GOLDEN SQUARE,2006,201500
GORDON,2006,190000
GOUGHS BAY,2006,185000
GOWANBRAE,2006,360000
GRANTVILLE,2006,180000
GREEN LAKE,2006,162500
GREENSBOROUGH,2006,356500
GREENVALE,2006,400000
GROVEDALE,2006,253000
HADFIELD,2006,283000
HALLAM,2006,243000
HALLS GAP,2006,260000
HAMILTON,2006,194500
HAMLYN HEIGHTS,2006,228500
HAMPTON,2006,845000
HAMPTON EAST,2006,485000
HAMPTON PARK,2006,220500
HARCOURT,2006,195000
HARKAWAY,2006,315000
HASTINGS,2006,225000
HASTINGS WEST,2006,170000
HAWTHORN,2006,840000
HAWTHORN EAST,2006,837500
HEALESVILLE,2006,250000
HEATHCOTE,2006,163500
HEATHERTON,2006,453000
HEATHMONT,2006,332500
HEIDELBERG,2006,485000
HEIDELBERG HEIGHTS,2006,330000
HEIDELBERG WEST,2006,260000
HEPBURN,2006,222500
HEPBURN SPRINGS,2006,250000
HERNE HILL,2006,222500
HEYFIELD,2006,129000
HEYWOOD,2006,162500
HIGHETT,2006,455000
HIGHTON,2006,340000
HILLSIDE (MELTON),2006,280000
HOPETOUN,2006,76500
HOPPERS CROSSING,2006,225000
HORSHAM,2006,170000
HUGHESDALE,2006,478500
HUNTINGDALE,2006,370000
HUNTLY,2006,242000
HURSTBRIDGE,2006,332000
INDENTED HEAD,2006,278500
INGLEWOOD,2006,100000
INVERLEIGH,2006,182500
INVERLOCH,2006,292500
INVERMAY PARK,2006,300000
IRONBARK,2006,197500
IRYMPLE,2006,220000
IVANHOE,2006,602500
IVANHOE EAST,2006,782000
JACANA,2006,214000
JACKASS FLAT,2006,180000
JAMIESON,2006,183500
JAN JUC,2006,358000
JEERALANG NORTH,2006,120000
JEPARIT,2006,74000
JOLIMONT,2006,2108000
JUNCTION VILLAGE,2006,200000
JUNORTOUN,2006,259000
KALIMNA,2006,210000
KALLISTA,2006,315000
KALORAMA,2006,290000
KANGAROO FLAT,2006,220000
KANGAROO GROUND SOUTH,2006,420000
KANIVA,2006,90000
KEALBA,2006,238000
KEILOR,2006,390000
KEILOR DOWNS,2006,275000
KEILOR EAST,2006,329000
KEILOR LODGE,2006,320500
KEILOR PARK,2006,305000
KENNINGTON,2006,230000
KENSINGTON,2006,435000
KERANG,2006,157500
KEW,2006,868000
KEW EAST,2006,641500
KEW NORTH,2006,722500
KEYSBOROUGH,2006,275000
KIALLA,2006,330000
KILCUNDA,2006,295000
KILLARA (WODONGA),2006,237000
KILMORE,2006,257500
KILSYTH,2006,280000
KILSYTH SOUTH,2006,385000
KINGLAKE,2006,209000
KINGS PARK,2006,213000
KINGSBURY,2006,292500
KINGSVILLE,2006,391000
KNOXFIELD,2006,300000
KOO WEE RUP,2006,218000
KOONDROOK,2006,143000
KOROIT,2006,210000
KORUMBURRA,2006,187000
KURUNJANG,2006,205000
KYABRAM,2006,187000
KYNETON,2006,215000
LAKE BOGA,2006,130000
LAKE GARDENS,2006,310000
LAKE TYERS BEACH,2006,228500
LAKE WENDOUREE,2006,353500
LAKES ENTRANCE,2006,245000
LALOR,2006,250000
LANCEFIELD,2006,238000
LANG LANG,2006,202000
LANGWARRIN,2006,268500
LARA,2006,250000
LARA LAKE,2006,275000
LAUNCHING PLACE,2006,235500
LAVERTON,2006,185000
LAVERTON SOUTH,2006,270000
LENEVA,2006,339000
LEONGATHA,2006,235000
LEOPOLD,2006,262500
LILYDALE,2006,325000
LINDENOW,2006,180000
LINTON,2006,174000
LISMORE,2006,118000
LOCH SPORT,2006,155000
LOCKINGTON,2006,120000
LONG GULLY,2006,175000
LONGWARRY,2006,165000
LORNE,2006,705000
LOVELY BANKS,2006,303500
LOWER PLENTY,2006,411000
LUCAS,2006,-
LUCKNOW,2006,208000
LYNBROOK,2006,307000
LYNDHURST,2006,321500
LYSTERFIELD,2006,396500
LYSTERFIELD SOUTH,2006,550000
MACEDON,2006,305000
MACLEOD,2006,342500
MADDINGLEY,2006,218500
MAFFRA,2006,165000
MAIDEN GULLY,2006,280000
MAIDSTONE,2006,310000
MALDON,2006,240000
MALLACOOTA,2006,260000
MALMSBURY,2006,202500
MALVERN,2006,995000
MALVERN EAST,2006,705000
MANIFOLD HEIGHTS,2006,313000
MANOR LAKES,2006,287500
MANSFIELD,2006,235000
MARIBYRNONG,2006,449000
MARONG,2006,241500
MARSHALL,2006,252500
MARYBOROUGH,2006,140000
MARYSVILLE,2006,245000
MCCRAE,2006,360000
MCKENZIE HILL,2006,300000
MCKINNON,2006,634500
MEADOW HEIGHTS,2006,233000
MELTON,2006,175000
MELTON SOUTH,2006,172500
MELTON WEST,2006,220500
MENTONE,2006,506000
MENZIES CREEK,2006,317000
MERBEIN,2006,145000
MERINDA PARK,2006,196500
MERNDA,2006,309000
MERRICKS BEACH,2006,590000
METUNG,2006,260000
MICKLEHAM,2006,-
MIDDLE PARK,2006,900000
MILDURA,2006,199000
MILL PARK,2006,282000
MILLGROVE,2006,174000
MINERS REST,2006,252000
MINYIP,2006,66000
MIRBOO NORTH,2006,164500
MITCHAM,2006,365000
MITCHELL PARK,2006,188500
MOE,2006,125000
MOGGS CREEK,2006,410000
MONBULK,2006,264000
MONT ALBERT,2006,705000
MONT ALBERT NORTH,2006,525000
MONTMORENCY,2006,355000
MONTROSE,2006,293000
MOONEE PONDS,2006,525000
MOORABBIN,2006,430000
MOOROOLBARK,2006,286500
MOOROOPNA,2006,210000
MORDIALLOC,2006,400000
MORNINGTON,2006,345000
MORTLAKE,2006,150000
MORWELL,2006,123000
MOUNT BEAUTY,2006,175000
MOUNT CLEAR,2006,233000
MOUNT DANDENONG,2006,337500
MOUNT DUNEED,2006,-
MOUNT ELIZA,2006,499000
MOUNT EVELYN,2006,271000
MOUNT HELEN,2006,258000
MOUNT MACEDON,2006,410000
MOUNT MARTHA,2006,480000
MOUNT PLEASANT,2006,176000
MOUNT WAVERLEY,2006,462000
MULGRAVE,2006,355000
MURCHISON,2006,158000
MURRUMBEENA,2006,543000
MURTOA,2006,75000
MYRTLEFORD,2006,225000
NAGAMBIE,2006,212500
NARRE WARREN,2006,259500
NARRE WARREN NORTH,2006,403500
NARRE WARREN SOUTH,2006,299000
NATHALIA,2006,150000
NEERIM SOUTH,2006,179500
NERRINA,2006,185000
NEW GISBORNE,2006,377500
NEWBOROUGH,2006,156500
NEWCOMB,2006,190000
NEWINGTON,2006,245000
NEWLANDS ARM,2006,144500
NEWPORT,2006,422000
NEWSTEAD,2006,196500
NEWTOWN (GEELONG),2006,357000
NHILL,2006,94000
NIDDRIE,2006,420000
NOBLE PARK,2006,250000
NOBLE PARK NORTH,2006,262000
NORLANE,2006,139500
NORTH BENDIGO,2006,183500
NORTH GEELONG,2006,223000
NORTH MELBOURNE,2006,506500
NORTH WONTHAGGI,2006,207000
NORTHCOTE,2006,460000
NOTTING HILL,2006,325500
NUMURKAH,2006,178000
NUNAWADING,2006,361000
NYAH WEST,2006,152500
NYORA,2006,170000
OAK PARK,2006,360000
OAKLEIGH,2006,430500
OAKLEIGH EAST,2006,390000
OAKLEIGH SOUTH,2006,385500
OCEAN GROVE,2006,324500
OFFICER,2006,263000
OLINDA,2006,317500
ORBOST,2006,138500
ORMOND,2006,645000
OSBORNE,2006,330000
OUYEN,2006,65000
PAKENHAM,2006,245000
PARADISE BEACH,2006,150000
PARK ORCHARDS,2006,580000
PARKDALE,2006,505000
PARKVILLE,2006,842500
PASCOE VALE,2006,347500
PASCOE VALE SOUTH,2006,382500
PATTERSON GARDENS,2006,450000
PATTERSON LAKES,2006,482500
PAYNESVILLE,2006,251000
PEARCEDALE,2006,255000
PENSHURST,2006,96000
PETERBOROUGH,2006,407500
PIONEER BAY,2006,157000
PLENTY,2006,440000
PLUMPTON,2006,-
POINT COOK,2006,330000
POINT LONSDALE,2006,475000
POREPUNKAH,2006,278000
PORT FAIRY,2006,300000
PORT MELBOURNE,2006,630000
PORTARLINGTON,2006,286000
PORTLAND,2006,192000
PORTLAND NORTH,2006,103500
PORTSEA,2006,1002500
PRAHRAN,2006,653000
PRESTON,2006,369500
PRINCES HILL,2006,645000
QUARRY HILL,2006,243500
QUEENSCLIFF,2006,475000
RAINBOW,2006,57500
RAYMOND ISLAND,2006,291500
RED CLIFFS,2006,160000
RED HILL,2006,388000
REDAN,2006,185000
RESEARCH,2006,390000
RESERVOIR,2006,301500
RHYLL,2006,288000
RICHMOND,2006,560000
RIDDELLS CREEK,2006,270000
RINGWOOD,2006,333500
RINGWOOD EAST,2006,319000
RINGWOOD NORTH,2006,396000
RIPPLESIDE,2006,348000
RIPPONLEA,2006,705000
ROBINVALE,2006,135000
ROCHESTER,2006,180000
ROCKBANK,2006,180000
ROMSEY,2006,274500
ROSANNA,2006,428500
ROSEBUD,2006,236500
ROSEBUD SOUTH,2006,293000
ROSEBUD WEST,2006,233000
ROSEDALE,2006,130000
ROWVILLE,2006,360000
ROXBURGH PARK,2006,277000
RUPANYUP,2006,68000
RUSHWORTH,2006,143000
RUTHERGLEN,2006,200000
RYE,2006,285000
SAFETY BEACH,2006,385000
SAILORS GULLY,2006,180000
SALE,2006,210000
SAN REMO,2006,285000
SANCTUARY LAKES,2006,416000
SANDHURST,2006,300000
SANDRINGHAM,2006,811000
SANDY POINT,2006,320000
SASSAFRAS,2006,318000
SCORESBY,2006,297000
SEA LAKE,2006,84500
SEABROOK,2006,266000
SEAFORD,2006,272000
SEAHOLME,2006,411500
SEASPRAY,2006,130000
SEBASTOPOL,2006,180000
SEDDON,2006,376000
SELBY,2006,300000
SEVILLE,2006,255000
SEVILLE EAST,2006,248500
SEYMOUR,2006,185000
SHEPPARTON,2006,233500
SHOREHAM,2006,510000
SILVAN,2006,284500
SILVERLEAVES,2006,396000
SKENES CREEK,2006,460000
SKYE,2006,280000
SMITHS BEACH,2006,280000
SOLDIERS HILL,2006,222000
SOMERS,2006,380000
SOMERVILLE,2006,257000
SORRENTO,2006,580000
SOUTH DUDLEY,2006,156500
SOUTH GEELONG,2006,297500
SOUTH KINGSVILLE,2006,395000
SOUTH MELBOURNE,2006,604000
SOUTH MORANG,2006,327000
SOUTH YARRA,2006,835000
SPOTSWOOD,2006,391000
SPRING GULLY,2006,246000
SPRINGVALE,2006,270000
SPRINGVALE SOUTH,2006,270500
ST ALBANS,2006,217000
ST ALBANS PARK,2006,235000
ST ANDREWS BEACH,2006,352500
ST ARNAUD,2006,107000
ST HELENA,2006,445000
ST KILDA,2006,620000
ST KILDA EAST,2006,642000
ST KILDA WEST,2006,1036000
ST LEONARDS,2006,270000
STANHOPE,2006,121000
STAWELL,2006,145500
STRATFORD,2006,171500
STRATHDALE,2006,253500
STRATHFIELDSAYE,2006,285000
STRATHMERTON,2006,151000
STRATHMORE,2006,510000
STRATHMORE HEIGHTS,2006,348000
STUDFIELD,2006,315500
SUNBURY,2006,243000
SUNDERLAND BAY,2006,253500
SUNSET STRIP,2006,222000
SUNSHINE,2006,242000
SUNSHINE NORTH,2006,233500
SUNSHINE WEST,2006,241000
SURF BEACH,2006,253000
SURREY HILLS,2006,715000
SWAN HILL,2006,210000
SYDENHAM,2006,275000
SYNDAL,2006,486000
TALLANGATTA,2006,164500
TANGAMBALANGA,2006,257500
TARNEIT,2006,278000
TATURA,2006,201000
TAWONGA SOUTH,2006,213000
TAYLORS HILL,2006,304500
TAYLORS LAKES,2006,331500
TECOMA,2006,282500
TEMPLESTOWE,2006,555000
TEMPLESTOWE LOWER,2006,437000
TERANG,2006,180000
THE BASIN,2006,280500
THE PATCH,2006,312500
THOMASTOWN,2006,260500
THOMSON (GEELONG),2006,185000
THORNBURY,2006,439000
TIMBOON,2006,258000
TONGALA,2006,152000
TOONGABBIE,2006,159500
TOORA,2006,177500
TOORADIN,2006,265000
TOORAK,2006,2141500
TOOTGAROOK,2006,248500
TORQUAY,2006,390000
TRAFALGAR,2006,181000
TRARALGON,2006,194500
TRARALGON EAST,2006,298500
TRAVANCORE,2006,650000
TRENTHAM,2006,240000
TRUGANINA,2006,275000
TULLAMARINE,2006,265000
TUNGAMAH,2006,117500
TYABB,2006,240000
UPPER FERNTREE GULLY,2006,294000
UPWEY,2006,305000
VENTNOR,2006,272500
VENUS BAY,2006,190000
VERMONT,2006,360000
VERMONT SOUTH,2006,437000
VIEWBANK,2006,411500
VIOLET TOWN,2006,150000
WAHGUNYAH,2006,200000
WALLAN,2006,262000
WALLAN EAST,2006,225000
WANDANA HEIGHTS,2006,406000
WANDIN NORTH,2006,256000
WANGARATTA,2006,215000
WANTIRNA,2006,335000
WANTIRNA SOUTH,2006,376000
WARBURTON,2006,228500
WARNEET,2006,247500
WARRACKNABEAL,2006,85000
WARRAGUL,2006,225000
WARRANDYTE,2006,445000
WARRANWOOD,2006,450000
WARRNAMBOOL,2006,270000
WATERWAYS,2006,394500
WATSONIA,2006,305000
WATSONIA NORTH,2006,335500
WATTLE GLEN,2006,352500
WAURN PONDS,2006,329000
WEDDERBURN,2006,105000
WENDOUREE,2006,187000
WENDOUREE WEST,2006,136500
WERRIBEE,2006,219000
WERRIBEE SOUTH,2006,326500
WESBURN,2006,212000
WEST FOOTSCRAY,2006,321000
WEST MELBOURNE,2006,518000
WEST WODONGA,2006,270000
WESTALL,2006,300000
WESTGARTH,2006,495000
WESTMEADOWS,2006,271500
WHEELERS HILL,2006,422500
WHITE HILLS,2006,203500
WHITTINGTON,2006,178000
WHITTLESEA,2006,283500
WILLIAMS LANDING,2006,346000
WILLIAMSTOWN,2006,595000
WILLIAMSTOWN NORTH,2006,441500
WIMBLEDON HEIGHTS,2006,210000
WINCHELSEA,2006,210000
WINDSOR,2006,585000
WINTER VALLEY,2006,260000
WODONGA,2006,245000
WOLLERT,2006,-
WONGA PARK,2006,434000
WONTHAGGI,2006,198000
WOODEND,2006,308000
WOOLAMAI WATERS,2006,240000
WOORI YALLOCK,2006,210000
WURRUK,2006,166500
WY YUNG,2006,252500
WYCHEPROOF,2006,100000
WYE RIVER,2006,510000
WYNDHAM VALE,2006,212000
YACKANDANDAH,2006,270000
YALLAMBIE,2006,345500
YALLOURN NORTH,2006,96000
YARRA GLEN,2006,290000
YARRA JUNCTION,2006,285000
YARRAGON,2006,166500
YARRAM,2006,180000
YARRAVILLE,2006,385000
YARRAWONGA,2006,258500
YEA,2006,220000
YINNAR,2006,150000
ABBOTSFORD,2007,602500
ABERFELDIE,2007,735000
AIREYS INLET,2007,430000
AIRPORT WEST,2007,381000
ALBANVALE,2007,215000
ALBERT PARK,2007,986500
ALBION,2007,262000
ALEXANDRA,2007,207000
ALFREDTON,2007,300500
ALLANSFORD,2007,230000
ALPHINGTON,2007,740000
ALTONA,2007,416000
ALTONA EAST,2007,391500
ALTONA MEADOWS,2007,280000
ALTONA NORTH,2007,355000
ANGLESEA,2007,445000
APOLLO BAY,2007,415000
ARARAT,2007,148500
ARDEER,2007,234000
ARMADALE,2007,1250000
ARMSTRONG CREEK,2007,-
ARTHURS SEAT,2007,385000
ASCOT (BENDIGO),2007,270000
ASCOT VALE,2007,600000
ASHBURTON,2007,811500
ASHWOOD,2007,573000
ASPENDALE,2007,500000
ASPENDALE GARDENS,2007,435000
ATTWOOD,2007,365000
AVENEL,2007,206000
AVOCA,2007,134000
AVONDALE HEIGHTS,2007,367500
AVONSLEIGH,2007,255000
BACCHUS MARSH,2007,248000
BADGER CREEK,2007,234500
BAIRNSDALE,2007,208000
BALACLAVA,2007,683000
BALCOMBE,2007,476000
BALLAN,2007,200000
BALLARAT CENTRAL,2007,235000
BALLARAT EAST,2007,190000
BALLARAT NORTH,2007,222000
BALNARRING,2007,332500
BALNARRING BEACH,2007,635000
BALWYN,2007,1101000
BALWYN NORTH,2007,895000
BANDIANA,2007,117000
BANNOCKBURN,2007,273500
BARANDUDA,2007,292000
BARWON HEADS,2007,463000
BAXTER,2007,226000
BAYSWATER,2007,329000
BAYSWATER NORTH,2007,330000
BEACONSFIELD,2007,360000
BEACONSFIELD UPPER,2007,405000
BEAUFORT,2007,154000
BEAUMARIS,2007,890000
BEECHWORTH,2007,315000
BELGRAVE,2007,307500
BELGRAVE HEIGHTS,2007,335000
BELGRAVE SOUTH,2007,367500
BELL PARK,2007,225000
BELL POST HILL,2007,250000
BELLBRIDGE,2007,253000
BELLFIELD (GREATER MELBOURNE),2007,373500
BELMONT,2007,260000
BENALLA,2007,203000
BENDIGO,2007,254000
BENTLEIGH,2007,720000
BENTLEIGH EAST,2007,565500
BERWICK,2007,330500
BEVERIDGE,2007,266500
BIRCHIP,2007,50000
BIRREGURRA,2007,209000
BITTERN,2007,267000
BLACK HILL,2007,204000
BLACK ROCK,2007,1030000
BLACKBURN,2007,626500
BLACKBURN NORTH,2007,490000
BLACKBURN SOUTH,2007,495000
BLACKWOOD,2007,195000
BLAIRGOWRIE,2007,440000
BLIND BIGHT,2007,257000
BONBEACH,2007,442500
BONNIE DOON,2007,168000
BOOLARRA,2007,166500
BOORT,2007,122500
BORONIA,2007,323000
BOTANIC RIDGE,2007,502500
BOX HILL,2007,651000
BOX HILL NORTH,2007,545000
BOX HILL SOUTH,2007,576000
BRAYBROOK,2007,283000
BREAKWATER,2007,199000
BRIAGOLONG,2007,170000
BRIAR HILL,2007,382000
BRIDGEWATER ON LODDON,2007,133000
BRIGHT,2007,265000
BRIGHTON,2007,1600000
BRIGHTON EAST,2007,960000
BROADFORD,2007,210000
BROADMEADOWS,2007,225000
BROOKFIELD,2007,264000
BROOKLYN,2007,319500
BROWN HILL,2007,197000
BRUNSWICK,2007,525000
BRUNSWICK EAST,2007,510000
BRUNSWICK WEST,2007,558000
BULLEEN,2007,595000
BUNDALONG,2007,350000
BUNDOORA,2007,360000
BUNINYONG,2007,229000
BUNYIP,2007,275000
BURNLEY,2007,592500
BURNSIDE,2007,285000
BURNSIDE HEIGHTS,2007,305000
BURWOOD,2007,610000
BURWOOD EAST,2007,500000
CAIRNLEA,2007,327000
CALIFORNIA GULLY,2007,178000
CAMBERWELL,2007,1036500
CAMPBELLFIELD,2007,264000
CAMPBELLS CREEK,2007,210000
CAMPERDOWN,2007,188500
CANADIAN,2007,233500
CANTERBURY,2007,1575000
CAPE PATERSON,2007,270000
CAPE SCHANCK,2007,379000
CARDIGAN VILLAGE,2007,185000
CARISBROOK,2007,145000
CARLTON,2007,785000
CARLTON NORTH,2007,735000
CARNEGIE,2007,723000
CAROLINE SPRINGS,2007,310000
CARRUM,2007,380000
CARRUM DOWNS,2007,256500
CASTERTON,2007,93000
CASTLEMAINE,2007,219500
CAULFIELD,2007,910000
CAULFIELD EAST,2007,710000
CAULFIELD NORTH,2007,1120000
CAULFIELD SOUTH,2007,850000
CHADSTONE,2007,494000
CHARLTON,2007,100000
CHELSEA,2007,415000
CHELSEA HEIGHTS,2007,356000
CHELTENHAM,2007,520000
CHELTENHAM EAST,2007,468000
CHELTENHAM NORTH,2007,490500
CHEWTON,2007,222500
CHILTERN,2007,177500
CHIRNSIDE PARK,2007,355000
CHUM CREEK,2007,290000
CHURCHILL,2007,130000
CLARINDA,2007,395500
CLAYTON,2007,433500
CLAYTON NORTH,2007,500000
CLAYTON SOUTH,2007,380000
CLIFTON HILL,2007,697500
CLIFTON SPRINGS,2007,259000
CLUNES,2007,165000
CLYDE,2007,285000
CLYDE NORTH,2007,530000
COBDEN,2007,170000
COBRAM,2007,219000
COBURG,2007,472000
COBURG EAST,2007,390000
COBURG NORTH,2007,370000
COCKATOO,2007,260000
COHUNA,2007,140000
COLAC,2007,200000
COLDSTREAM,2007,290000
COLERAINE,2007,117500
COLLINGWOOD,2007,566500
CONNEWARRE,2007,275000
COOLAROO,2007,200000
COONANS HILL,2007,468000
CORINELLA,2007,210000
CORIO,2007,175000
CORONET BAY,2007,180500
CORRYONG,2007,133500
COWES,2007,304000
COWES WEST,2007,265000
CRAIGIEBURN,2007,265000
CRANBOURNE,2007,242000
CRANBOURNE EAST,2007,275000
CRANBOURNE NORTH,2007,246500
CRANBOURNE WEST,2007,239000
CREMORNE,2007,586000
CRESWICK,2007,186500
CRIB POINT,2007,240000
CROYDON,2007,352500
CROYDON HILLS,2007,420000
CROYDON NORTH,2007,395000
CROYDON SOUTH,2007,318500
CURLEWIS,2007,-
DALLAS,2007,209000
DANDENONG,2007,290000
DANDENONG NORTH,2007,275000
DARLEY,2007,249000
DAYLESFORD,2007,256000
DEEPDENE,2007,1435000
DEER PARK,2007,230500
DELACOMBE,2007,232500
DELAHEY,2007,264500
DENNINGTON,2007,285000
DERRIMUT,2007,330000
DIAMOND CREEK,2007,400000
DIGGERS REST,2007,200000
DIMBOOLA,2007,85000
DINGLEY VILLAGE,2007,415000
DINNER PLAIN,2007,322500
DON VALLEY,2007,308000
DONALD,2007,88000
DONCASTER,2007,590000
DONCASTER EAST,2007,549000
DONVALE,2007,517000
DOREEN,2007,375000
DOVETON,2007,210500
DROMANA,2007,342000
DROUIN,2007,210000
DRUMCONDRA,2007,554000
DRYSDALE,2007,289000
DUNKELD,2007,165000
DUNOLLY,2007,135000
EAGLE POINT,2007,275000
EAGLEHAWK,2007,190000
EAGLEMONT,2007,916500
EAST BAIRNSDALE,2007,162500
EAST BENDIGO,2007,235000
EAST GEELONG,2007,316000
EAST MELBOURNE,2007,1525000
EAST WARBURTON,2007,253500
EASTWOOD,2007,292500
ECHUCA,2007,250000
EDENHOPE,2007,150000
EDITHVALE,2007,465000
EILDON,2007,149500
ELLIMINYT,2007,240500
ELMORE,2007,130000
ELSTERNWICK,2007,970000
ELTHAM,2007,463500
ELTHAM NORTH,2007,477500
ELWOOD,2007,1007500
EMERALD,2007,321500
ENDEAVOUR HILLS,2007,294500
EPPING,2007,285000
EPSOM,2007,260000
ESSENDON,2007,712000
ESSENDON NORTH,2007,469000
ESSENDON WEST,2007,520000
EUMEMMERRING,2007,230000
EUREKA,2007,197500
EUROA,2007,170000
EYNESBURY,2007,191000
FAIRFIELD,2007,680000
FAIRHAVEN,2007,635000
FAWKNER,2007,300500
FERNTREE GULLY,2007,318000
FERNY CREEK,2007,400000
FINGAL,2007,642000
FITZROY,2007,712000
FITZROY NORTH,2007,685000
FIVEWAYS,2007,243500
FLEMINGTON,2007,512500
FLINDERS,2007,655000
FLORA HILL,2007,232000
FOOTSCRAY,2007,410000
FOREST HILL,2007,475000
FORREST,2007,200000
FOSTER,2007,205000
FRANKSTON,2007,280000
FRANKSTON NORTH,2007,210000
FRANKSTON SOUTH,2007,395000
GARDEN CITY,2007,800000
GARFIELD,2007,227000
GEELONG,2007,352000
GEELONG WEST,2007,298000
GEMBROOK,2007,270000
GISBORNE,2007,310000
GLADSTONE PARK,2007,285000
GLEN HUNTLY,2007,827000
GLEN IRIS,2007,969500
GLEN WAVERLEY,2007,580000
GLENGARRY,2007,209000
GLENROY,2007,319000
GOLDEN BEACH,2007,150000
GOLDEN POINT (BALLARAT),2007,197500
GOLDEN SQUARE,2007,214500
GORDON,2007,215500
GOUGHS BAY,2007,174000
GOWANBRAE,2007,360000
GRANTVILLE,2007,185000
GREEN LAKE,2007,157500
GREENSBOROUGH,2007,391500
GREENVALE,2007,405000
GROVEDALE,2007,267500
HADFIELD,2007,325000
HALLAM,2007,265000
HALLS GAP,2007,233000
HAMILTON,2007,193500
HAMLYN HEIGHTS,2007,240000
HAMPTON,2007,1080000
HAMPTON EAST,2007,655000
HAMPTON PARK,2007,248500
HARCOURT,2007,185000
HARKAWAY,2007,324000
HASTINGS,2007,260000
HASTINGS WEST,2007,186500
HAWTHORN,2007,1105000
HAWTHORN EAST,2007,1100000
HEALESVILLE,2007,295000
HEATHCOTE,2007,151500
HEATHERTON,2007,498500
HEATHMONT,2007,370500
HEIDELBERG,2007,600000
HEIDELBERG HEIGHTS,2007,385000
HEIDELBERG WEST,2007,320000
HEPBURN,2007,240000
HEPBURN SPRINGS,2007,257500
HERNE HILL,2007,238500
HEYFIELD,2007,119500
HEYWOOD,2007,160000
HIGHETT,2007,575000
HIGHTON,2007,340000
HILLSIDE (MELTON),2007,306000
HOPETOUN,2007,85000
HOPPERS CROSSING,2007,235000
